terms;values
заселяться;1,698970
засечка;2
засилье;2
заслонять;1,698970
заслуга;1,079181
заслуживать;0,698970
заслушивать;2
заснуть;2
засобь;2
засовывание;2
засолич;2
засорение;2
заст;2
застава;1,698970
заставать;1,397940
заставлять;0,602060
застарелый;1,698970
застеклять;2
застой;2
застольный;2
застраивать;1,698970
застраховывать;2
застревать;1,698970
застреливать;1,146128
застреливаться;1,698970
застройка;1,301030
застройщик;1,518514
заступаться;2
заступничество;2
застывший;1,698970
засушивать;2
засчитывать;2
засчитываться;2
засыпать;1,518514
затаивать;2
затвердевать;2
затвор;1,301030
затворный;2
затевать;2
затемнение;2
затенять;2
затериваться;2
затея;2
затихать;1,698970
затмевать;1,698970
затмение;1,518514
затонуть;1,397940
затопление;1,698970
затоплять;1,518514
затормаживаться;2
затрагивать;1,041393
затрагиваться;2
затрата;1,518514
затрачивать;2
затребовать;1,698970
затруднение;1,518514
затруднительный;1,301030
затруднять;1,146128
затрудняться;2
затуплять;2
затылок;1,698970
затылочный;2
затягивание;2
затягивать;1,518514
затягиваться;2
затяжной;2
затянутость;2
затянутый;2
заудит;2
зауживать;2
заумь;2
заупокойный;2
заур;2
заурбек;2
заурядность;2
заурядный;2
зафиксировать;0,602060
зафрахтовывать;2
захар;2
захаров;1,518514
захарченко;2
захват;1,079181
захватить;1,079181
захватчик;2
захватывание;2
захватывать;1,518514
захватываться;2
захватывающий;2
захламливаться;2
захлебываться;2
заход;1,518514
заходить;1,079181
захонь;2
захоронение;1,079181
захоронить;1,518514
захоронять;2
захотеть;1,698970
захотеться;2
зацепляться;2
зацикливание;2
зачастую;0,903090
зачаток;2
зачеркнуть;2
зачет;1,518514
зачисление;1,698970
зачислять;1,518514
зачистка;2
зачитывать;1,518514
зачищать;2
зашивать;1,301030
зашиваться;2
зашифровывать;2
зашнуровывать;2
защита;0,477121
защитник;1,518514
защитница;2
защитный;1,146128
защищать;0,477121
защищаться;1,698970
защищенность;2
заявитель;1,698970
заявка;1,146128
заявление;0,602060
заявлять;0,301030
заявляться;1,518514
заядлый;2
заяц;2
збынек;2
звание;0,778151
звать;1,397940
звезда;0,698970
звездный;1,301030
звездочка;2
звездчатый;2
звено;1,397940
зверь;1,301030
звон;1,698970
звонить;2
звонница;2
звонок;1,518514
звук;0,954243
звуковой;1,204120
звукозаписывающий;2
звукозапись;1,698970
звуколандшафт;2
звукорежиссер;2
звучание;1,698970
звучать;1,301030
звягин;2
згировский;2
здание;0,845098
здено;2
здешний;2
здирко;2
здолбунов;2
здолбуновский;2
здоровый;1,204120
здоровье;0,698970
здравко;2
здравомыслящий;1,698970
здравоохранение;1,301030
здравствовать;2
здравый;1
зе;2
зеаксантин;2
зевин;2
зегерс;2
зеир;2
зейн;2
зейнал;2
зейналов;2
зеландия;1,204120
зеленеть;2
зеленоватый;2
зеленый;0,954243
зелень;1,698970
зелепукин;2
зельцер;2
земельный;1,397940
земер;2
земеррешето;2
землевладелец;1,397940
земледелец;2
земледелие;1,698970
землекоп;2
землетрясение;1,698970
землецентричность;2
землистый;2
земля;0,301030
земляк;2
земляника;2
землянин;2
земляной;1,204120
землячество;2
земноводный;1,698970
земной;1,397940
земский;2
земфира;2
зенайд;2
зенайда;2
зенд;2
зенит;2
зенитный;2
зенкевич;2
зенкович;2
зеркало;1,079181
зеркально;2
зеркальный;1,397940
зерно;1,301030
зерновой;2
зерновые;2
зернышко;2
зерцало;2
зеттерберг;2
зеф;2
зефир;2
зеэв;2
зигзаг;1,518514
зигзагообразный;2
зигота;2
зигфрид;2
зидан;2
зидана;2
зидовудин;2
зизикский;2
зикный;2
зил;2
зиларт;2
зиленд;2
зима;0,845098
зимний;0,845098
зимник;2
зимовать;1,301030
зимовка;1,397940
зимовочный;1,518514
зимовщик;1,698970
зимовье;1,698970
зимовьель;2
зимовьелях;2
зимовьеляха;2
зимрия;2
зингер;2
зиновьев;1,698970
зинэтула;2
зирь;2
